source_file,review_id,clause_id,review_date,clause
merged.json,2,11,26.09.2023,явно воспользовался моим беспомощным состоянием и навязал всевозможные услуги.
merged.json,3,0,11.12.2023,"Присмотрел себе автомобиль, решил взять автокредит в этом банке, оплата за авто была наличными."
merged.json,3,1,11.12.2023,Начинаю звонить в КЦ с целью выяснить как можно обналичить средства без комиссии.
merged.json,3,2,11.12.2023,Сначала девушка на том конце провода ответила
merged.json,3,3,11.12.2023,что снятие возможно в банкоматах Газпромбанка без комиссии в сумме до 1 миллиона рублей.
merged.json,3,4,11.12.2023,"Чуть позже перезвонил, ответил оператор Иван, который у меня спросил, каким способом было зачисление на карту, когда я сказал, что это кредит, то он ответил, что переживать не стоит, поскольку средства кредитные"
merged.json,3,5,11.12.2023,"то банк не будет взымать комиссию за снятие наличных средства В ЛЮБОМ БАНКОМАТЕ СЕТИ, НЕЗАВИСИМО ОТ СУММЫ."
merged.json,3,6,11.12.2023,"Поверив Ивану, отправляемся с продавцом в ближайший банкомат Газпромбанка, первая попытка оказалась неуспешной, в банкомате не было денег."
merged.json,3,7,11.12.2023,"Приезжаем в офис на другом конце города, вставляем карту - облом и тут, денег нет."
merged.json,3,8,11.12.2023,тут видим на банкомате наклейку о том
merged.json,3,9,11.12.2023,что возможно снятие наличных средств в банкоматах ПАРТНЕРСКОЙ СЕТИ и перечислен список банков.
merged.json,3,10,11.12.2023,"Вспоминаю, что о бесплатном снятии наличных по сети мне говорил Иван"
merged.json,3,11,11.12.2023,"как раз в соседнем доме находился офис Райффайзенбанка, логотип которого красовался среди других на банкомате Газпрома, в той самой партнерской сети, выбор пал на него."
merged.json,3,12,11.12.2023,"На банкомате Райффайзена также стоит табличка о возможности снятия средств от партнеров сети без комиссии, среди которых был и Газпромбанк."
merged.json,3,13,11.12.2023,Провели 2 операции снятия 1 на сумму 300 тысяч рублей и вторая на 495 тысяч рубей.
merged.json,3,14,11.12.2023,После чего смотрю на телефон и поступают 2 смс о том что было обналичено 302000 и 499950.
merged.json,3,15,11.12.2023,"Смотря на суммы понимаю, что банк снял комиссию с первой суммы выдачи -2000 рублей, со второй 4950 рублей."
merged.json,3,16,11.12.2023,"На экране банкомата не было информации о размере комиссии и о том, что она вообще будет, что, безусловно"
merged.json,3,17,11.12.2023,повлияло бы на мое решение о снятии наличных средств.
merged.json,3,18,11.12.2023,"Также и в приложении банка в истории операций не указывается, что банк взял комиссию"
merged.json,3,19,11.12.2023,там стоят операции обналичивания на 3020000 и 499950 рублей соответственно.
merged.json,3,20,11.12.2023,Ни о какой комиссии и речи нет.
merged.json,3,21,11.12.2023,Лишь оператор в чате видит истинную сумму снятия.
merged.json,3,22,11.12.2023,"В итоге снова пришлось ехать в другой конец города во второй офис Газпромбанка (у нас их всего 2 в городе) и, о, чудо, удалось снять остаток денежных средств без комиссии."
merged.json,3,23,11.12.2023,изначально вся процедура заняла бы не более получаса.
merged.json,3,24,11.12.2023,"Осадок остался неприятный, неделя переписок с банком и составление обращений результатов не принесла, отвечали сухо и строго по шаблону из разряда сам дурак"" ."
merged.json,3,25,11.12.2023,вопросы были совершенно логичными: Если выдача средств с комиссией
merged.json,3,26,11.12.2023,"то почему на банкоматах самого Газпрома указываются логотипы сторонних банков, так называемой партнерской сети."
merged.json,3,27,11.12.2023,"Ведь если есть комиссия, какая разница где снимать денежные средства"
merged.json,3,28,11.12.2023,это можно сделать в любом банкомате любого банка 2.
merged.json,3,29,11.12.2023,Почему на экране банкомата не было предварительных уведомлений о том
merged.json,3,30,11.12.2023,что будет взыматься комиссия и размер ее суммы. 3 .
merged.json,3,31,11.12.2023,Почему в истории операции банка не указывается отдельно оплата комиссии за снятие наличных
merged.json,3,32,11.12.2023,"идет прибавление к сумме фактических средств, я столько не обналичивал, сколько пишет банк."
merged.json,3,33,11.12.2023,Во всей этой ситуации усматриваю намеренное введение в заблуждение с целью наживы и нарушение ЗОЗПП.
merged.json,3,34,11.12.2023,Обращения в ЦБ РФ и Роспотребнадзор написаны.
merged.json,3,35,11.12.2023,"Что, касается банка, то при первой же возможности оформлю рефинансирование в другом банке на более адекватных условиях"
merged.json,3,36,11.12.2023,"услугами этого банка больше никогда пользоваться не буду, чисто принципиально"
merged.json,3,37,11.12.2023,"что бы мне они не предложили, что и рекомендую остальным."
merged.json,4,0,13.07.2021,Никогда не пишу отзывы тут не удержался.
merged.json,4,1,13.07.2021,"расскажу о негативном опыте, оформления кредита на автомобиль."
merged.json,4,2,13.07.2021,"Моя старенькая тойота, уже много лет служит мне верой и правдой"
merged.json,4,3,13.07.2021,"я решил, что нужно купить автомобиль по новее и вместительнее"
merged.json,4,4,13.07.2021,"сам я живу в пригороде Новосибирска около 10км от города и на работу езжу в город, так вот, решил я подобрать кредит на сумму 500000р"
merged.json,4,5,13.07.2021,"через подбор предложений, стал выбирать, почти первым под мои условия на 5 лет 500000р, подходил газпром банк, я заполнил заявку на сайте, указал все данные, после чего мне перезвонила девушка, я подтвердил все данные"
merged.json,4,6,13.07.2021,"мне нужно теперь встретиться с курьером и подписать документы и получить карту, встречу с курьером назначили на 9 июля 2021."
merged.json,4,7,13.07.2021,"С курьером встретился, подписали очень много документов, на страховку в размере 85тр, на кредит, на карту, когда все подписали"
merged.json,4,8,13.07.2021,"курьер сфотографировал меня с картой и без, отправил в банк"
merged.json,4,9,13.07.2021,сказал что деньги будут зачислены в течение 24 часов
merged.json,4,10,13.07.2021,21 я довольный уехал смотреть уже ранее отмеченные для покупки автомобили.
merged.json,4,11,13.07.2021,"С авто определился, хоть и продавец просил залог, я все же предостерёг я и не стал оставлять"
merged.json,4,12,13.07.2021,"я был прав, продав в итоге до 12 числа денег так и не поступило, автомобиль который я так долго выбирал, продали на кредит пришла в смс, отказ"
merged.json,4,13,13.07.2021,"у меня по кредитной истории хоть и не высокий рейтинг, но"
merged.json,4,14,13.07.2021,"но зп официальная, стабильная, никаких кредитов активных нет, по суду никаких долгов нет, наверно лицом не вышел"
merged.json,4,15,13.07.2021,"огромный негатив, за моё потраченное время остался огромный"
merged.json,4,16,13.07.2021,"если люди в этом банке сначала врут по решение по кредиту, затем по срокам перечисления"
merged.json,4,17,13.07.2021,"то явно я никому и никогда не порекомендую такой банк, спасибо за внимание тем кто дочитал."
merged.json,5,0,01.09.2023,так что если сравнивать с 2021 годом (мое предыдущеё обращение) и с августом 2023 года (мое последнее обращение) разница весьма заметна.
merged.json,6,0,26.07.2021,15 июля 2021года оставил заявку на автокредит в ГПБ
merged.json,6,1,26.07.2021,16.07 мне позвонили из банка и сказали что заявка предварительно одобрена и нужно отправить документы подтверждающие доход
merged.json,6,2,26.07.2021,В этот же день я загрузил все документы через предоставленную ссылку и стал ждать. 18.07.
merged.json,6,3,26.07.2021,2021 мне опять позвонили из банка и сказали что банк одобрил сумму даже больше чем запрашивал
merged.json,6,4,26.07.2021,мне нужна была конкретная сумма и я запросил первоначальную.
merged.json,6,5,26.07.2021,"После всех уточняющих вопросов, мне назначили встречу с представителем банка для подписания договора и выдачи карты для зачисления кредита."
merged.json,6,6,26.07.2021,Встреча была назначена аж через неделю на 26.07. 2021.
merged.json,6,7,26.07.2021,"Через 5 дней, 23.07 мне позвонили из банка и прислали письмо на почту, с напоминанием о встрече."
merged.json,6,8,26.07.2021,"25.07 прислали СМС и письмо на почту с напоминанием о встрече, 26.07 прислали СМС и напомнили о встрече"
merged.json,6,9,26.07.2021,через 30 минут мне приходит СМС о том что в кредите отказано.
merged.json,6,10,26.07.2021,Не понимаю что это за приколы со стороны банка
merged.json,6,11,26.07.2021,"просто потратить полторы недели человека лживыми обещаниями, и в итоге просто кинуть."
merged.json,6,12,26.07.2021,"Я отказался от одобренного предложения другого банка из-за ГПБ, теперь сижу и думаю, что это было?"
merged.json,6,13,26.07.2021,Так что подумайте прежде чем обращаться к ним.
merged.json,7,0,28.09.2023,После получения предварительного одобрения кредита по тлф с работником банка меня направили в Новороссийский офис на ул.Мира 24.
merged.json,7,1,28.09.2023,"Была предварительная запись на 15.00, приехал (из Анапы) в14.55, взял талончик электронной очереди С901."
merged.json,7,2,28.09.2023,") ожидания подошёл к одной из двух находившихся на рабочих местах работнице офиса, не изволившей даже трубку телефона оторвать от уха и выслушать обращение клиента. ."
merged.json,7,3,28.09.2023,Где находились остальные работницы офиса банка - известно одному Богу. .
merged.json,7,4,28.09.2023,"или старшему администратору офиса, если таковой там вообще имеется."
merged.json,7,5,28.09.2023,Для любопытствующих или сомневаются в моих словах: время моего посещения- 14.55 - 16.10; 28 сентября 2023г. .
merged.json,7,6,28.09.2023,может комеры наблюдения там в это время тоже бездельничали?
merged.json,8,0,17.11.2021,С воскресенья пытаюсь закрыть активную заявку на автокредит.
merged.json,8,1,17.11.2021,"С первым специалистом общалась как раз в воскресенье, он сказал, что закрыть по телефону нельзя, нужно ехать в офис."
merged.json,8,2,17.11.2021,"В понедельник поехала в офис, попросила закрыть активную заявку на автокредит и завести новую, как меня проинструктировали."
merged.json,8,3,17.11.2021,"Девушка покивала, и как выяснилось через несколько часов, заявку не отменила завела мне новую на потребительский кредит"
merged.json,8,4,17.11.2021,который мне естественно не одобрили из-за наличия активной заявки на автокредит.
merged.json,8,5,17.11.2021,"Третий специалист звонила мне в понедельник днем, после чего я отказалась от всех услуг и попросила в третий раз отменить заявку, она сказала хорошо, я отменила."
merged.json,8,6,17.11.2021,Вчера мне необходимо было подать заявку через дилера на автокредит
merged.json,8,7,17.11.2021,после первого отказа я звоню в колл центр Газпромбанка и что мне говорят?
merged.json,8,8,17.11.2021,Что у меня активная заявка на автокредит.
merged.json,8,9,17.11.2021,"Четвёртый раз я требую закрыть ее, мне оператор говорит"
merged.json,8,10,17.11.2021,он может только направить заявление на отмену.
merged.json,8,11,17.11.2021,"Казалось бы, конец истории, я уже потеряла машину."
merged.json,8,12,17.11.2021,вот сегодня утром мне звонит специалист Газпромбанк и говорит
merged.json,8,13,17.11.2021,"что у меня активная заявка на автокредит, и спрашивает, будем ли оформлять."
merged.json,8,14,17.11.2021,"У меня вопрос, это издевательство какое-то?"
merged.json,9,0,10.11.2021,"Банк выпустил карту, одобрил кредит 03.11 Проценты начисляются с этой даты."
merged.json,9,1,10.11.2021,"активировал кредит лишь 08.11, Переведя деньги на счет."
merged.json,9,2,10.11.2021,"О том, что кредит активирован я узнаю из чека оплаты страхового взноса."
merged.json,9,3,10.11.2021,Сегодня 10.11 У меня есть обязательства перед банком денег у меня нет.
merged.json,9,4,10.11.2021,Путем звонков и визитов в отделение выясняется
merged.json,9,5,10.11.2021,что мне ошибочно выпустили карту и перевели деньги на нее
merged.json,9,6,10.11.2021,"так как это вторая дебетовая карта такого типа то она не отображается в моем личном кабинете, как и счет с денежными средствами."
merged.json,9,7,10.11.2021,В банке были написаны заявления о закрытие некорректно открытого счета и переводе денежных средств на действующий расчетный счет.
merged.json,9,8,10.11.2021,"Сотрудники банка предлагают мне ждать 30 рабочих дней, в течение которых они переведут одобренные мне денежные средства."
merged.json,9,9,10.11.2021,"То есть денег, которые были нужны мне неделю назад у меня нет есть долговые обязательства перед банком."
merged.json,9,10,10.11.2021,Отказаться от кредита без финансовых потерь так же не представляется возможным.
merged.json,10,0,23.04.2024,"Обратился в Газпромбанк за ИМЕННОЙ картой UnionPay, отказался от кредитной карты сразу."
merged.json,10,1,23.04.2024,Дважды привозили неименную и пытались впарить еще и кредитную дважды
merged.json,10,2,23.04.2024,так как её все равно уже оформили - это первый звоночек отношения и внимательности к клиентам.
merged.json,10,3,23.04.2024,"При оформлении именной карты кто-то из сотрудников рандомно указал мне неизвестный адрес регистрации, поэтому пришлось идти в отделение банка с оригиналами документов для внесения правок. (Они косячнули, а ты иди) 2."
merged.json,10,4,23.04.2024,Общее впечатление сложилось противоречивое: с одной стороны лучше колхозного Россельхоз
merged.json,10,5,23.04.2024,при всей видимости современности явно проглядывается неорганизованность в целом работы коллектива.
merged.json,10,6,23.04.2024,"Два часа ожидания, и аллилуя, данные изменены на верные. 3."
merged.json,10,7,23.04.2024,"Все просто, с одной стороны, оформляешь заявку на сайте, отказываешься от страховок и медиа чего-то там, звонит менеджер и подтверждает все данные: паспорт, сумму кредита, планируемое время покупки автомобиля и т.д."
merged.json,10,8,23.04.2024,"Начинается впаривание ненужных продуктов, которые только удорожат кредит процентов на 10 точно по моим оценкам."
merged.json,10,9,23.04.2024,При чем все эти допы не влияют ни на что.
merged.json,10,10,23.04.2024,"Объяснила, что ставка будет снижена, если автомобиль будет сдан в залог."
merged.json,10,11,23.04.2024,Это же здорово - хороший повод сэкономить дополнительно.
merged.json,10,12,23.04.2024,"При проверке документов выяснил, что сумма кредита от банка будет больше почти на 650 000, согласился, не мог далее откладывать"
merged.json,10,13,23.04.2024,так как сделака намечена была на следующий день.
merged.json,10,14,23.04.2024,"Принял для себя решение лишнюю сумму сразу внести, как досрочное погашение."
merged.json,10,15,23.04.2024,"Подписал все документы, получил карту, через 4 часа были зачисленны на нее средства."
merged.json,10,16,23.04.2024,"Купил новый автомобиль, расплатился картой, оформил его на себя"
merged.json,10,17,23.04.2024,"по условиям договора направил документы(договор, акт, СТС, ЭПТС) через специальную форму на сайте в банк"
merged.json,10,18,23.04.2024,чтобы подтвердить со своей стороны четкое исполнение всех договоренностей.
merged.json,10,19,23.04.2024,"Чтобы вы понимали, день кредита обходится примерно в 1750 рублей, и нужно торопиться"
merged.json,10,20,23.04.2024,"Получаю ответ банка:""Уважаемый клиент, к сожалению, автомобиль не принят в залог."
merged.json,10,21,23.04.2024,""" Обращаюсь в чат поддержки, долго пробиваюсь через их не самого сообразительного робота до оператора, у которого прошу разъяснения."
merged.json,10,22,23.04.2024,"Ответ оператора просто убил, сначала список требований"
merged.json,10,23,23.04.2024,по нему автомобиль полностью соответствует и фраза:
merged.json,10,24,23.04.2024,"""К сожалению, причина отказа нам неизвестна, поскольку банк оставляет за собой право ее не озвучивать"""
merged.json,10,25,23.04.2024,Им не известна(представителю банка) и право ее не озвучивать.
merged.json,10,26,23.04.2024,что обращения по уточнению причин отрицательного решения банком не регистрируются.
merged.json,10,27,23.04.2024,На что я пообещал перейти в публичное поле для обсуждения действий представителей банка.
merged.json,10,28,23.04.2024,После этого было составлено по инициативе представителя банка обращение №1718387 со сроком исполнения до 30 календарных дней.
merged.json,10,29,23.04.2024,"Их внутренний косяк на косяке, а мне плати больше. 4."
merged.json,10,30,23.04.2024,Надоедливые звонилки До отправки мной документов по списку для регистрации залога в ГПБ позвонила милая
merged.json,10,31,23.04.2024,необученная девушка и начала впаривать страхование жизни
merged.json,10,32,23.04.2024,"так как именно оно снизит процентную ставку, только оно."
merged.json,10,33,23.04.2024,На мои уточняющие вопросы про на сколько % и т.д. дама поплыла. .
merged.json,10,34,23.04.2024,"По итогу выяснилось: ни на сколько, т.к. галки не было при оформлении."
merged.json,10,35,23.04.2024,Еще и в ЗП за это получает. .
merged.json,11,0,03.02.2022,Долго выбирал кредит на электромобиль между ВТБ и Газпромбанком.
merged.json,11,1,03.02.2022,Карту с деньгами привез курьер — я даже никуда не ездил.
merged.json,11,2,03.02.2022,"Взял я у банка 3 млн на 5 лет под 8, 1%."
merged.json,11,3,03.02.2022,"С одной стороны я и влез в долг, а"
merged.json,11,4,03.02.2022,хоть на работу не придется пешком ходить и клунки с магазина тягать на своих двоих.
merged.json,11,5,03.02.2022,"мою радость поймут только те, кто долгое время был без авто и ему приходилось на ту же работу добираться из одного конца города в другой."
merged.json,11,6,03.02.2022,"чтобы позавтракать и собраться, нужно было вставать еще до того как петухи запоют. """
merged.json,12,0,10.07.2023,"Номером телефона пользуюсь более 5 лет, и вот с 18 марта сего года мне начали прилетать смс от ГПБ с предложениями кредитов."
merged.json,12,1,10.07.2023,"замечу, я не являюсь клиентом ГПБ, никогда им не являлся, и я вообще не ""Александр Ю-ч"" . на 8-800. ."
merged.json,12,2,10.07.2023,"живой оператор ничем помочь не смог, отсылая меня на сайт"
merged.json,12,3,10.07.2023,там надо указать кто ты и что ты
merged.json,12,4,10.07.2023,"указать свои персональные данные на сайте ГПБ в разделе ""Обратная связь"" ."
merged.json,12,5,10.07.2023,выход: банить на уровне оператора рассылку от ГПБ и написать сюда.
merged.json,13,0,02.11.2023,Не принимают авто в залог без объяснения причин.
merged.json,13,1,02.11.2023,"Исходя из информации, полученной в отделении банка при получении кредита, авто полностью соответствует эти требованиям."
merged.json,13,2,02.11.2023,Уже несколько раз со мной связывались сотрудники по моим обращениям
merged.json,13,3,02.11.2023,Причину отказа мне никто не называет и помочь не могут!
merged.json,14,0,02.06.2020,Очень человечный подход к работе и профессионализм на каждом этапе.
merged.json,14,1,02.06.2020,"В феврале оформлял автокредит, мне дали очень хороший процент, помогли правильно оформить все необходимые страховки, как автомобиля, так и самого кредита, сам бы долго во всём разбирлся, а так, по сути, за меня всё сделали."
merged.json,14,2,02.06.2020,"Получается, что кредит на покупку авто можно оформить только на сайте, каско уже самостоятельно"
merged.json,15,0,12.12.2022,"2022 оставили онлайн заявку на автокредит, пришло сообщение что кредит предодобрен."
merged.json,15,1,12.12.2022,"Утром позвонили с банка, кредит одобрили, озвучили условия кредита, сказали какие документы нужны, и ехать в банк."
merged.json,15,2,12.12.2022,"Приехали в банк со справкой 2-НДФ за 2022 г, (Как сказал по телефону сотрудник банка по телефону."
merged.json,15,3,12.12.2022,") Оказалось что нужна справка еще и за 2021г, как узнали позже."
merged.json,15,4,12.12.2022,"В отделении банка, загрузили все подписанные документы, и ждали очередного ответа с подтверждением, что кредит одобрен."
merged.json,15,5,12.12.2022,"В ожидании 2х часов, позвонили с отделения банка, кредит одобрен, приезжайте подписывайте договор и получаете деньги."
merged.json,15,6,12.12.2022,"Выдали карту, на которую сказали поступят деньги. Ии. ."
merged.json,15,7,12.12.2022,"Звоним на горячую линию, говорят что кредит еще не одобрен, что все еще на проверке. !"
merged.json,15,8,12.12.2022,2022 и тут же говорят что ожидайте поступление денег от 3-15 дней!
merged.json,15,9,12.12.2022,"то есть за кредит платите, а деньги потом получите"
merged.json,15,10,12.12.2022,"Просим соединить с главным менеджером, или оператором, говорят уже другое!"
merged.json,15,11,12.12.2022,"Что заявка на кредит еще рассматривается, и кредит не одобрен!"
merged.json,15,12,12.12.2022,ни о каких поступлениях речи быть не может.
merged.json,15,13,12.12.2022,"Едем в отделение банка, нам говорят что нехватает еще справки 2-НДФЛ за 2021г о чем нам изначально не сказали."
merged.json,15,14,12.12.2022,"Неизвестно сколько еще будут рассматривать, сколько будут поступать деньги."
merged.json,16,0,01.11.2024,"Ужасный банк, получила карту дебетовую, на которую должны были прийти деньги Представитель в день подписания договора сказал в итоге жду уже 3-й день Звоню, говорят 5 дней, ждите Машина на которую брала кредит ушла, я в полном разочаровании Не обращайтесь в данный банк, они не умеют работать и решать проблемы"
merged.json,17,0,18.11.2024,24 совершил оплату за автомобиль в автосалоне на сумму 500 000 руб.!
merged.json,17,1,18.11.2024,Предварительно перед оплатой подключил по рекламе подписку
merged.json,17,2,18.11.2024,"""Премиум"", чтобы получить максимальный кешбек в размере 10 000 руб. Начисление должно было происходить 500 000 руб. * 2% = 10 000 кешбека."
merged.json,17,3,18.11.2024,"Пишу в службу поддержки с требованием зарегистрировать претензию, с неохотой его регистрируют под номером №1922207 от 06.09. 24. 24."
merged.json,17,4,18.11.2024,"Конечно, с таким беспомощным банком претензию к этому времени они не решили."
merged.json,17,5,18.11.2024,"Я им постоянно писал в чат мобильного приложения, пытался звонить на горячую линию"
merged.json,17,6,18.11.2024,связаться с кем-либо в этом банке просто нереально!
merged.json,17,7,18.11.2024,"У них постоянно все операторы заняты, что в чате, что на горячей линии!"
merged.json,17,8,18.11.2024,В Газпромбанке горячая линия и служба поддержки не работает. .
merged.json,17,9,18.11.2024,"Если вас будут грабить мошенники, вы до банка просто не дозвонитесь. ."
merged.json,17,10,18.11.2024,"Вероятнее всего Газпромбанк сэкономил на количестве сотрудников, что работать некому. ."
merged.json,17,11,18.11.2024,"Банк постоянно переносил сроки рассмотрения претензии, видимо с целью того"
merged.json,17,12,18.11.2024,что я просто со временем забуду про свое обращение.
merged.json,17,13,18.11.2024,"24 банк мне отвечает на претензию, что основании́ для начисления кешбека нет!"
merged.json,17,14,18.11.2024,чтобы затем Газпромбанк меня так красиво обманул!
merged.json,17,15,18.11.2024,"Я в шоке от такого ужасного банка, заманивает людей своей рекламой Позор!"
merged.json,17,16,18.11.2024,у этого банка самая ужасная служба поддержки…
merged.json,17,17,18.11.2024,"Надеюсь, этот ужасный банк подавится 10 000 руб. кешбека, которые он украл у меня. ."
merged.json,18,0,13.11.2024,"Банк не заслуживает доверия, уже на первых этапах пытаются завлеч клиентов обманом, просят доступ к личной информации на сайте госуслуги под видом подписания кредитного договооа, получают все личные данные, соответственно все одобренные, предодобреннве, кредиты это лож которые банк и не планирует вам длвать"
merged.json,18,1,13.11.2024,главная цель получение и продажа личных данных
merged.json,18,2,13.11.2024,после оброзения в газпрос банк сразу стали поступать званки с разными не понятными вопросаси и предложениями.
merged.json,18,3,13.11.2024,"Рекомендую Аьфабанк, сбербанк, тинькоф это банки чьим словам можно доверять. ."
merged.json,18,4,13.11.2024,это не происки конкурентов а мой личный опыт сотрудничества с Газпромбанком.
merged.json,19,0,03.04.2023,"подал заявку, автокредит одобрили предварительно, договрился о встрече с представителем заполнили документы выдали дебетовую карту, сказали ожидать решнния 3 рабочих дня, в итоге сроки вышли не позвонили не написали на связь со мной никто не выходит!"
merged.json,19,1,03.04.2023,"При обращении в контактный центр формируют обращение, по которому тоже нету ответа!"
merged.json,19,2,03.04.2023,"Отличный вариант авто ушел, уже пожалел что занялся этим, потрачено куча нервов!"
merged.json,20,0,26.11.2022,"6% (авто кредит) на б.у. оформил на сайте, предварительно платёж должен быть ~50 тыс."
merged.json,20,1,26.11.2022,"руб. на три года, при условии что я предъявлю ПТС после покупки."
merged.json,20,2,26.11.2022,Быстро позвонил менеджер и сказал что необходимо ещё предоставить в отделении 2ндфл.
merged.json,20,3,26.11.2022,"День Х, идём в отделение и там мне сообщают, что я обязан взять не 2, а 2."
merged.json,20,4,26.11.2022,"4 миллиона что бы оформить страховку, иначе мне кредит не дают."
merged.json,20,5,26.11.2022,"если я предоставлю ПТС, то платёж будет 70 в месяц."
merged.json,20,6,26.11.2022,"После я обратился на горячую линию, где мне так же сказали, что я обязан взять 2."
merged.json,20,7,26.11.2022,"Отличные условия маленького процента) С учётом, что в зелёном банке, с процентом в 8."
merged.json,21,0,25.12.2024,2024 вечером появилось в продаже интересующее меня авто.
merged.json,21,1,25.12.2024,"Пообщался с владельцем продажа срочная, решил брать. Денег не хватало отколо 300-400 тыс."
